As,Source_Nodes,Categorical_Model_Trees,Categorical_True_Trees,Categorical_Model_Mask,Categorical_True_Mask,Categorical_Model_Accuracy,Categorical_True_Accuracy,Random_Model_Trees,Random_True_Trees,Random_Model_Mask,Random_True_Mask,Random_Model_Accuracy,Random_True_Accuracy,Prim_Model_Trees,Prim_True_Trees,Prim_Model_Mask,Prim_True_Mask,Prim_Model_Accuracy,Prim_True_Accuracy,Beam_Model_Trees,Beam_True_Trees,Beam_Model_Mask,Beam_True_Mask,Beam_Model_Accuracy,Beam_True_Accuracy
"[1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 0
 1 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
 1 1 1 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0
 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1
 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1
 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1]",0,[ 0  2  5  2 12  6  0  2  2 10  6  4  0 13  7  9],[ 0 11  5  9 12  6  0  2 11 10  6  4  0 13  7  9],True,True,1.0,1.0,"[np.int64(14), np.int64(5), np.int64(11), np.int64(6), np.int64(9), np.int64(12), np.int64(0), np.int64(0), np.int64(11), np.int64(4), np.int64(0), np.int64(13), np.int64(3), np.int64(13), np.int64(13), np.int64(2)]","[np.int64(0), np.int64(11), np.int64(5), np.int64(1), np.int64(6), np.int64(11), np.int64(13), np.int64(11), np.int64(12), np.int64(5), np.int64(0), np.int64(14), np.int64(12), np.int64(3), np.int64(11), np.int64(2)]",False,False,0.0,0.0,[ 0  2  5  9 12  6  0  2 11 10  6  4  0  7  7  9],[ 0 11  5  9 12  6  0  2 11 10  6  4  0 13  7  9],False,True,0.796875,1.0,[ 0 11  5  9 12  6  0  2 11 10  6  4  0  0  7  9],[ 0  2  5  9 12  6  0  2  2 10  6  4  0  0  7  9],False,False,0.8125,0.8125
"[0 0 1 1 1 1 0 1 0 0 1 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 1 0 1 0 1 0 0 0 0
 1 0 0 1 0 0 0 0 0 1 0 1 0 0 1 1 1 0 0 0 0 0 0 1 0 0 0 1 1 0 1 0 1 1 0 1 1
 0 0 0 0 1 0 1 0 1 1 1 1 0 0 1 0 0 1 1 0 0 0 0 0 0 0 1 0 1 0 1 0 0 1 1 0 0
 0 1 0 0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0 1 0 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0
 1 0 0 0 0 0 0 1 1 0 1 0 1 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 1 1 1 0
 1 1 0 0 0 0 0 0 1 0 1 0 1 1 1 0 1 1 0 1 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0
 1 0 0 1 1 0 1 0 0 0 0 1 0 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",5,[ 5  4  5  5  5  5  4  0  5  4  0  5  5 12  4  0],[ 5  4  5  5  5  5 12 12  5 12  0  5  5 12  4  0],True,True,1.0,1.0,"[np.int64(14), np.int64(11), np.int64(8), np.int64(14), np.int64(0), np.int64(0), np.int64(15), np.int64(7), np.int64(14), np.int64(7), np.int64(4), np.int64(7), np.int64(13), np.int64(8), np.int64(10), np.int64(12)]","[np.int64(13), np.int64(9), np.int64(5), np.int64(10), np.int64(15), np.int64(1), np.int64(13), np.int64(7), np.int64(9), np.int64(2), np.int64(8), np.int64(9), np.int64(5), np.int64(11), np.int64(4), np.int64(5)]",False,False,0.0,0.0,[ 5 12  5  5  5  5 12  8  5 11 11  5  5 12  2 12],[ 5  4  5  5  5  5  4 12  5  4 12  5  5  8  2 12],True,True,0.796875,1.0,[5 4 5 5 5 5 4 0 5 4 0 5 5 8 2 0],[ 5  4  5  5  5  5  8  8  5 12 12  5  5  8 12 12],True,True,0.8125,0.8125
"[0 1 1 0 0 0 1 1 0 1 1 1 0 0 0 0 1 1 0 0 0 0 0 1 1 0 1 0 0 1 0 0 1 0 0 1 0
 0 0 0 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0 0 1 0 1 0 0 1 0 1 0 0 0
 0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0
 0 0 1 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 1 1 1 0
 1 0 0 1 1 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 0
 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1]",2,[ 2  0  2  2  6 11  0  0  1  2  0  3  3  1  2  5],[ 2  0  2  2  6 11  0  0  1  2  0  3  3 11  2  5],True,True,1.0,1.0,"[np.int64(12), np.int64(11), np.int64(2), np.int64(9), np.int64(8), np.int64(11), np.int64(4), np.int64(6), np.int64(11), np.int64(3), np.int64(10), np.int64(13), np.int64(9), np.int64(6), np.int64(7), np.int64(2)]","[np.int64(0), np.int64(6), np.int64(15), np.int64(10), np.int64(3), np.int64(13), np.int64(11), np.int64(11), np.int64(10), np.int64(13), np.int64(13), np.int64(5), np.int64(8), np.int64(2), np.int64(14), np.int64(15)]",False,False,0.0,0.0,[ 2  0  2  2  6 12  0  0  7  2  0  0  3 11  2  5],[ 2  0  2  2  6 12  0  0  7  2  0  3  3 11  2  5],True,True,0.796875,1.0,[ 2  0  2  2  6 11  9  0  1  2  0  9  3  1  2  5],[ 2  0  2  2  6 11  9  0  1  2  0  9  3 10  2  5],True,True,0.8125,0.8125
"[0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 1 0 1 1 0 1 1 0 0 0 0 0 0 0 1 0 1 0 1 1 0 0
 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0
 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 1 1 1 1 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 1 0
 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 1
 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 0
 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 1
 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1]",7,[ 7 15  9  6  5 13  7  7  0  0  5  2  5  6  0  0],[ 7 13  9  6  5 13  7  7  0  0  5  2  5  6  0  0],True,True,1.0,1.0,"[np.int64(3), np.int64(0), np.int64(3), np.int64(1), np.int64(2), np.int64(1), np.int64(0), np.int64(11), np.int64(7), np.int64(12), np.int64(1), np.int64(5), np.int64(0), np.int64(9), np.int64(3), np.int64(1)]","[np.int64(8), np.int64(11), np.int64(12), np.int64(1), np.int64(4), np.int64(0), np.int64(5), np.int64(9), np.int64(15), np.int64(8), np.int64(8), np.int64(3), np.int64(11), np.int64(12), np.int64(6), np.int64(12)]",False,False,0.0,0.0,[ 7 13  9  6  5 13  7  7  0  0  5  2  5  6  0  0],[ 7 13  9  6  5 13  7  7  0  0  5  5  5  6  0  0],True,True,0.796875,1.0,[ 7 13  9  6  5 13  7  7  0  0  5  5  5  6  0  0],[ 7 13  9  6  1 13  7  7  0  0  5  5  5  6  0  0],True,True,0.8125,0.8125
"[1 0 0 0 0 1 0 0 1 1 0 1 0 0 0 0 0 0 0 1 0 1 1 0 0 1 0 0 1 1 0 0 0 0 1 1 1
 1 0 0 0 0 0 0 0 0 1 1 0 1 1 1 0 1 1 1 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0
 0 1 0 0 0 0 1 1 1 1 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 1
 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 1 0 1 1 0 0 1 1 0 0
 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 1 0 0 1 1 1 0 1 0 0 0 1 0 0 1 1 0 0 0 0
 0 0 1 1 0 1 0 0 1 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 0 0 0 0
 0 0 0 0 1 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]",5,[ 5  5  5  5  2  5 14  3  5  0  5  0 10  8  5  2],[ 5  5  5  5  2  5  1  3  5 10  5  3  1  8  5  2],True,True,1.0,1.0,"[np.int64(6), np.int64(3), np.int64(14), np.int64(11), np.int64(11), np.int64(8), np.int64(8), np.int64(7), np.int64(1), np.int64(13), np.int64(2), np.int64(0), np.int64(3), np.int64(15), np.int64(3), np.int64(5)]","[np.int64(4), np.int64(2), np.int64(3), np.int64(4), np.int64(12), np.int64(14), np.int64(5), np.int64(14), np.int64(5), np.int64(11), np.int64(6), np.int64(11), np.int64(9), np.int64(8), np.int64(13), np.int64(1)]",False,False,0.0,0.0,[ 5  5  5  5  2  5  3  3  5  1  5  3 10  8  5  2],[ 5  5  5  5  2  5  8  3  5 10  5  0  8  8  5  2],True,True,0.796875,1.0,[5 5 5 5 2 5 1 3 5 0 5 0 1 1 5 2],[ 5  5  5  5  2  5  8  3  5  1  5 14  8  8  5  2],True,True,0.8125,0.8125
"[1 0 0 0 0 0 0 0 0 1 0 1 0 1 1 0 0 1 0 1 1 0 1 0 1 1 1 0 0 0 0 0 0 0 1 1 0
 0 1 0 0 1 0 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 1 1 1 0 0 0 0 1 0 0 1 0 1 1 0 0
 1 0 1 0 1 0 0 0 0 0 0 1 0 1 1 0 1 0 0 0 0 0 0 1 1 0 1 0 1 1 0 0 0 0 0 0 0
 0 0 0 0 1 1 1 1 0 1 0 0 0 0 0 0 0 0 1 0 1 0 1 0 1 0 1 0 0 0 1 0 0 1 1 1 0
 0 0 0 0 1 1 1 0 0 1 1 0 0 1 0 1 1 1 0 0 0 1 1 1 0 0 0 1 1 0 1 1 0 0 0 0 0
 0 1 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 1 1 0 0 1 1
 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1]",6,[ 9  6  6  7  6  7  6  6  1  2  4  2  4  8  4 10],[14  6  6  1  6  7  6  6  7  1  4  2  4  9  4 10],True,True,1.0,1.0,"[np.int64(5), np.int64(12), np.int64(15), np.int64(4), np.int64(2), np.int64(5), np.int64(11), np.int64(11), np.int64(14), np.int64(3), np.int64(3), np.int64(7), np.int64(6), np.int64(14), np.int64(12), np.int64(8)]","[np.int64(1), np.int64(2), np.int64(3), np.int64(3), np.int64(1), np.int64(13), np.int64(4), np.int64(4), np.int64(13), np.int64(14), np.int64(4), np.int64(11), np.int64(1), np.int64(4), np.int64(6), np.int64(14)]",False,False,0.0,0.0,[14  6  6  2  6  7  6  6  1  1  1  2  4 12  4 10],[ 9  6  6  1  6  7  6  6  1  1  4  2  4  9  4 10],True,True,0.796875,1.0,[ 9  6  6  1  6  7  6  6  1  1  1  2  4  9  4 10],[14  6  6  7  6  7  6  6  7  1  4  2  4  9  4 10],True,True,0.8125,0.8125
"[1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 1 0 1 0 1 0 0 1 0 1 0 0 0 0 0 0 1
 0 0 1 0 0 0 1 1 1 0 0 0 0 0 1 1 0 0 1 0 1 0 0 0 0 0 1 0 1 1 1 0 0 0 0 0 0
 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 1
 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 1 1 1 1 0 1 1 0 0 0
 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 1 1 1 0 1 1 1 0 0 0 1 0 0 0 1 0 1 0
 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 1 0 1 0 1 0 0 1 0 0 0 1 0]",3,[15  4  7  3  3 15  1  3  7  3  4  4  4 10 15  3],[15  4  7  3  3 15  1  3  7  3  4  4  4 14 15  3],True,True,1.0,1.0,"[np.int64(7), np.int64(2), np.int64(14), np.int64(3), np.int64(13), np.int64(10), np.int64(13), np.int64(11), np.int64(10), np.int64(0), np.int64(1), np.int64(4), np.int64(7), np.int64(10), np.int64(0), np.int64(15)]","[np.int64(11), np.int64(6), np.int64(4), np.int64(3), np.int64(8), np.int64(11), np.int64(4), np.int64(12), np.int64(1), np.int64(7), np.int64(2), np.int64(14), np.int64(8), np.int64(13), np.int64(0), np.int64(15)]",False,False,0.0,0.0,[15  4  7  3  3 15  1  3  7  3  4  4  4 14 15  3],[15  4  4  3  3 15  1  3  7  3  4  4  4 12 15  3],True,True,0.796875,1.0,[15  4  4  3  3 15  1  3  7  3  4  4  4  1 15  3],[15  4  4  3  3 15  1  3  7  3  4  4  4  2 15  3],True,True,0.8125,0.8125
"[1 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0
 0 0 0 1 1 0 0 1 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 0 0 1 0 1 1 0 0 1 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
 1 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0
 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1
 0 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 1 0 1 1 0 1]",11,[ 5  5  1  2  5 13  5 11  2  0  7 11 15 11  5 13],[ 5 15 12  2  5 13  5 11  2  0  7 11 10 11  5 13],True,True,1.0,1.0,"[np.int64(7), np.int64(5), np.int64(15), np.int64(3), np.int64(1), np.int64(14), np.int64(6), np.int64(7), np.int64(15), np.int64(0), np.int64(13), np.int64(9), np.int64(0), np.int64(1), np.int64(1), np.int64(5)]","[np.int64(13), np.int64(4), np.int64(5), np.int64(7), np.int64(1), np.int64(4), np.int64(8), np.int64(2), np.int64(12), np.int64(8), np.int64(4), np.int64(5), np.int64(14), np.int64(6), np.int64(15), np.int64(7)]",False,False,0.0,0.0,[ 5  5 14  2  5 13 15 11  2  0  7 11 10 11  5 13],[ 5 15  1  2  5 13 15 11  2  0  7 11 15 11  5 13],True,True,0.796875,1.0,[ 5  5  1  2  5 13  5 11  2  0  7 11 10 11  5 13],[ 5 15 12  2  5 13 15 11  2  0  7 11 10 11  5 13],True,True,0.8125,0.8125
"[1 0 1 1 0 0 0 1 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 0 1
 0 0 1 1 0 1 1 0 0 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 1 0 1 0 0 1 0 1 0 1 1 0 0
 0 1 0 1 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 1 1 1 1 0 0 0 0 1 0 0 0
 0 1 1 1 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0
 0 0 0 1 0 0 0 1 0 1 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 1 1 0 0 0 1 0 1 0 1 1 0
 1 0 1 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 1 1 0 0 0 1 1 1 0 1 1
 0 1 0 0 0 0 1 0 0 0 0 0 1 1 0 0 1 0 1 0 0 1 0 1 0 0 0 0 0 0 0 1 0 1]",11,[ 7  7 11  6 11  6 11 11  2 11  2 11 11  4 11  3],[ 2  7 11  6 11  6 11 11 12 11 14 11 11  4 11 13],True,True,1.0,1.0,"[np.int64(12), np.int64(2), np.int64(5), np.int64(0), np.int64(9), np.int64(11), np.int64(4), np.int64(9), np.int64(12), np.int64(15), np.int64(9), np.int64(12), np.int64(11), np.int64(9), np.int64(15), np.int64(8)]","[np.int64(12), np.int64(3), np.int64(3), np.int64(11), np.int64(8), np.int64(12), np.int64(1), np.int64(11), np.int64(6), np.int64(5), np.int64(4), np.int64(15), np.int64(1), np.int64(3), np.int64(12), np.int64(3)]",False,False,0.0,0.0,[ 7  7 11  6 11  6 11 11 12 11  2 11 11  9 11  3],[ 2  2 11  6 11  6 11 11  2 11 14 11 11 12 11  3],True,True,0.796875,1.0,[ 2  2 11  6 11  6 11 11  2 11  2 11 11  4 11  0],[ 2  2 11  6 11  6 11 11 12 11  2 11 11  4 11  3],True,True,0.8125,0.8125
"[1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 0 1 0 1 0 1 0 0 0 0 0 1 1 0
 1 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 1 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 1 0 1 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 1 0 0 0 0 0 0 1
 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0
 0 1 1 0 0 0 1 1 1 0 1 1 0 0 0 0 0 0 0 1 0 1 0 1 0 0 1 0 0 0 0 1 1 0 0 0 1
 0 0 1 0 1 0 1 0 1 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0]",6,[14  6  6  6  7  6  6  6  3 13  1 10  1  3  6 10],[14  6  6  6 14  6  6  6  3 13  1 10  3  3  6  8],True,True,1.0,1.0,"[np.int64(9), np.int64(2), np.int64(3), np.int64(5), np.int64(13), np.int64(4), np.int64(14), np.int64(4), np.int64(14), np.int64(6), np.int64(1), np.int64(3), np.int64(14), np.int64(15), np.int64(0), np.int64(5)]","[np.int64(9), np.int64(12), np.int64(7), np.int64(5), np.int64(3), np.int64(10), np.int64(10), np.int64(15), np.int64(9), np.int64(14), np.int64(6), np.int64(9), np.int64(14), np.int64(15), np.int64(1), np.int64(9)]",False,False,0.0,0.0,[14  6  6  6  7  6  6  6  1 13  1 10 14  3  6 10],[14  6  6  6 14  6  6  6  1 13  1 10  3  3  6 10],True,True,0.796875,1.0,[14  6  6  6  7  6  6  6  1 13  1 10  1  3  6 10],[14  6  6  6 14  6  6  6  1 13  1 10  1  3  6  8],True,True,0.8125,0.8125
"[1 1 0 1 1 0 0 0 1 0 1 1 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
 1 1 0 0 0 1 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0
 0 0 1 1 0 0 0 1 1 0 1 1 0 0 0 1 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 1 0 0 0 0 1 0 0 0 0
 0 1 1 0 1 1 1 0 0 0 0 0 1 0 1 0 0 1 0 0 1 1 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 1 0 0 0 0 1]",1,[ 1  1  3  1  0  1  9  8  0  5  5  0  4  5 14  5],[ 1  1  3  1  5  1  2  8  0  5  5  0  4  5 14  5],True,True,1.0,1.0,"[np.int64(10), np.int64(9), np.int64(6), np.int64(14), np.int64(7), np.int64(14), np.int64(1), np.int64(6), np.int64(1), np.int64(2), np.int64(5), np.int64(14), np.int64(14), np.int64(11), np.int64(12), np.int64(6)]","[np.int64(1), np.int64(7), np.int64(14), np.int64(8), np.int64(3), np.int64(5), np.int64(11), np.int64(0), np.int64(7), np.int64(1), np.int64(3), np.int64(5), np.int64(9), np.int64(3), np.int64(10), np.int64(7)]",False,False,0.0,0.0,[ 1  1  5  1  0  1  2  8  0  5  5  0  4  5 12  5],[ 1  1  5  1  5  1  9  8  0  5  0  0  4  5 14  5],False,True,0.796875,1.0,[1 1 3 1 0 1 2 8 0 5 0 0 4 5 0 5],[1 1 3 1 0 1 2 8 0 5 0 0 4 5 0 5],False,False,0.8125,0.8125
"[1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0
 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 1 1 0 0
 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0 0 0
 1 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 1 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0
 0 1 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 1 0 0 0 0 0 0 0 1 0 0
 0 1 1 0 1 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 1
 0 1 0 0 0 1 0 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 1 0 1 0 1]",8,[ 8  8  1  4  6 13  8  0  8 10  8 10  5  8 10  6],[ 8  8  6 14  6  1  8  0  8 10  8 10  5  8 10  6],True,True,1.0,1.0,"[np.int64(13), np.int64(0), np.int64(5), np.int64(3), np.int64(2), np.int64(13), np.int64(0), np.int64(2), np.int64(2), np.int64(3), np.int64(9), np.int64(4), np.int64(11), np.int64(4), np.int64(12), np.int64(0)]","[np.int64(13), np.int64(14), np.int64(1), np.int64(8), np.int64(14), np.int64(5), np.int64(10), np.int64(6), np.int64(1), np.int64(2), np.int64(3), np.int64(2), np.int64(9), np.int64(10), np.int64(12), np.int64(15)]",False,False,0.0,0.0,[ 8  8  1 14  6 13  8  0  8 10  8  6  5  8 10 13],[ 8  8  6 14  6  1  8 10  8 10  8 10  5  8 10  6],True,True,0.796875,1.0,[ 8  8  1  4  6  1  8  0  8 10  8  6  5  8 10  1],[ 8  8  6 14  6  1  8 10  8 10  8 10  5  8 10  6],True,True,0.8125,0.8125
"[1 1 0 0 0 0 0 0 0 0 1 1 0 1 1 0 1 0 0 0 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 1 1 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1
 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 1 0 0 0 0
 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0
 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 1 1 0 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 0
 0 0 1 0 1 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0
 0 0 1 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0]",14,[14 14 13 10 14  5 10 13  3 14  0  0  1  0 14  2],[14 14 13 10 14  5 10 10  6 14  0  4  1  0 14  2],True,True,1.0,1.0,"[np.int64(11), np.int64(4), np.int64(1), np.int64(8), np.int64(12), np.int64(1), np.int64(0), np.int64(4), np.int64(4), np.int64(15), np.int64(3), np.int64(10), np.int64(2), np.int64(15), np.int64(12), np.int64(15)]","[np.int64(4), np.int64(14), np.int64(2), np.int64(8), np.int64(4), np.int64(13), np.int64(1), np.int64(12), np.int64(6), np.int64(14), np.int64(9), np.int64(0), np.int64(12), np.int64(3), np.int64(11), np.int64(12)]",False,False,0.0,0.0,[14 14 13 10 14  6 10 10  6 14  0  4  1  0 14  2],[14 14 13 10 14  5 10 10  3 14  0  4  4  0 14  2],False,True,0.796875,1.0,[14 14 13 10 14  0 10 10  3 14  0  4  1  0 14  2],[14 14 13 10 14  0 10 10  6 14  0  0  4  0 14  2],False,False,0.8125,0.8125
